Outcome_ID,Listing_ID,Tenant_ID,Offer_Accepted,Offer_Date,Final_Rent,Lease_Signed
RNT00166,LST06779,TNT04970,True,2025-03-08,312049,True
RNT00167,LST08655,TNT02808,True,2025-04-01,127010,False
RNT00168,LST08890,TNT04497,False,2025-04-16,229301,True
RNT00169,LST04093,TNT04542,True,2025-04-01,78324,True
RNT00170,LST04804,TNT03888,True,2025-03-17,199138,False
RNT00171,LST07937,TNT01586,False,2025-04-02,83886,False
RNT00172,LST08678,TNT04165,False,2025-03-29,226181,True
RNT00173,LST05142,TNT02743,True,2025-04-30,193695,True
RNT00174,LST06242,TNT03318,True,2025-03-19,463619,True
RNT00175,LST06236,TNT03290,True,2025-04-01,333723,True
RNT00176,LST02415,TNT02138,True,2025-03-29,278303,True
RNT00177,LST06665,TNT03151,True,2025-04-08,396928,False
RNT00178,LST09433,TNT04981,True,2025-03-16,251572,True
RNT00179,LST08910,TNT02940,True,2025-03-24,286369,True
RNT00180,LST01774,TNT01377,False,2025-04-25,340824,True
RNT00181,LST04641,TNT02812,False,2025-04-09,448163,True
RNT00182,LST05325,TNT00974,True,2025-04-29,222713,False
RNT00183,LST02022,TNT03336,False,2025-04-09,77209,True
RNT00184,LST07341,TNT01686,False,2025-04-12,356473,False
RNT00185,LST03349,TNT03263,True,2025-04-13,149013,False
RNT00186,LST04632,TNT02270,True,2025-04-30,245020,True
RNT00187,LST02021,TNT01933,True,2025-03-22,124267,True
RNT00188,LST07014,TNT02197,True,2025-04-11,388940,False
RNT00189,LST06840,TNT02285,True,2025-04-05,209145,True
RNT00190,LST00805,TNT00204,True,2025-03-20,361163,True
RNT00191,LST05459,TNT01884,True,2025-03-14,422152,True
RNT00192,LST09339,TNT02268,True,2025-04-04,194005,True
RNT00193,LST04637,TNT00010,True,2025-03-16,356795,True
RNT00194,LST07951,TNT02048,True,2025-03-24,191143,False
RNT00195,LST03967,TNT02834,True,2025-03-25,251647,True
RNT00196,LST05726,TNT00566,True,2025-04-08,408982,False
RNT00197,LST03301,TNT01388,True,2025-04-07,211489,True
RNT00198,LST00070,TNT01356,True,2025-04-07,66443,True
RNT00199,LST08445,TNT00107,True,2025-03-31,357712,True
RNT00200,LST03253,TNT03432,True,2025-04-18,410233,True
RNT00201,LST07962,TNT00398,True,2025-03-08,200035,True
RNT00202,LST05181,TNT03977,True,2025-03-12,397028,True
RNT00203,LST07545,TNT04371,False,2025-03-23,158030,True
RNT00204,LST07588,TNT03620,True,2025-03-10,239638,True
RNT00205,LST01819,TNT04297,False,2025-04-19,181410,False
RNT00206,LST00997,TNT00462,True,2025-03-03,179991,True
RNT00207,LST01746,TNT04345,False,2025-04-23,455151,True
RNT00208,LST03244,TNT02676,True,2025-03-06,116145,True
RNT00209,LST00435,TNT00175,True,2025-04-09,291529,True
RNT00210,LST08672,TNT01609,True,2025-03-13,366901,True
RNT00211,LST02507,TNT02269,False,2025-03-04,328460,True
RNT00212,LST08667,TNT03810,True,2025-04-14,213981,True
RNT00213,LST04562,TNT01501,True,2025-03-25,361890,False
RNT00214,LST02819,TNT02964,True,2025-04-27,321455,True
RNT00215,LST08897,TNT03869,False,2025-03-17,488905,True
RNT00216,LST03051,TNT02748,True,2025-03-28,126187,True
RNT00217,LST07708,TNT00473,True,2025-04-10,248930,True
RNT00218,LST03802,TNT02982,True,2025-04-06,486599,False
RNT00219,LST03241,TNT02101,True,2025-03-08,277482,True
RNT00220,LST04813,TNT02424,True,2025-03-10,462624,False
RNT00221,LST09728,TNT01764,True,2025-03-25,325770,False
RNT00222,LST00650,TNT03130,False,2025-04-21,65305,True
RNT00223,LST06592,TNT01895,True,2025-04-01,402251,True
RNT00224,LST09519,TNT01890,True,2025-03-08,169832,True
RNT00225,LST06113,TNT01805,True,2025-04-06,184612,True
RNT00226,LST07951,TNT04914,True,2025-03-06,494218,True
RNT00227,LST09035,TNT02947,False,2025-04-06,125107,True
RNT00228,LST00553,TNT00725,False,2025-03-27,79730,True
RNT00229,LST01877,TNT02615,False,2025-04-07,358453,False
RNT00230,LST07659,TNT03053,True,2025-04-06,353795,True
RNT00231,LST00368,TNT02302,True,2025-03-13,359844,False
RNT00232,LST01978,TNT04405,True,2025-03-14,348887,True
RNT00233,LST00807,TNT04311,True,2025-03-24,392818,True
RNT00234,LST04601,TNT04891,True,2025-03-16,158858,False
RNT00235,LST07173,TNT00527,True,2025-04-13,477985,True
RNT00236,LST00615,TNT02928,True,2025-03-03,260800,True
RNT00237,LST06609,TNT03330,True,2025-03-14,371189,True
RNT00238,LST08022,TNT04582,False,2025-04-10,411419,True
RNT00239,LST08996,TNT02632,True,2025-03-05,208514,True
RNT00240,LST05427,TNT03042,True,2025-03-16,298694,True
RNT00241,LST04726,TNT01362,False,2025-04-18,207003,True
RNT00242,LST00072,TNT03912,True,2025-04-05,76517,True
RNT00243,LST05521,TNT04071,True,2025-03-31,131978,True
RNT00244,LST09242,TNT04053,True,2025-04-05,376291,True
RNT00245,LST00718,TNT00280,True,2025-03-14,397879,True
RNT00246,LST03027,TNT01389,False,2025-03-03,156430,True
RNT00247,LST05053,TNT00461,True,2025-03-21,497753,True
RNT00248,LST01615,TNT01731,False,2025-04-11,104871,True
RNT00249,LST08863,TNT02721,False,2025-03-26,99889,False
RNT00250,LST00570,TNT04522,False,2025-04-03,226467,True
RNT00251,LST06758,TNT03050,False,2025-03-09,424338,True
RNT00252,LST06482,TNT04313,False,2025-04-02,414327,True
RNT00253,LST05804,TNT00660,False,2025-04-21,56625,True
RNT00254,LST04538,TNT02731,False,2025-04-17,137621,True
RNT00255,LST05407,TNT01301,True,2025-04-16,170533,True
RNT00256,LST00204,TNT03699,True,2025-04-20,353573,True
RNT00257,LST08997,TNT02573,True,2025-03-31,215822,True
RNT00258,LST03686,TNT03357,True,2025-03-24,76083,True
RNT00259,LST01549,TNT00365,True,2025-03-15,281542,False
RNT00260,LST09496,TNT02155,True,2025-03-16,364778,True
RNT00261,LST05388,TNT00340,True,2025-03-22,271990,True
RNT00262,LST01826,TNT03322,True,2025-04-23,157296,True
RNT00263,LST06710,TNT03949,False,2025-03-22,377262,True
RNT00264,LST03596,TNT04339,False,2025-03-12,137272,True
RNT00265,LST05665,TNT00009,True,2025-03-28,375042,True
RNT00266,LST08767,TNT04740,True,2025-04-14,250559,True
RNT00267,LST00672,TNT04610,False,2025-03-11,230556,False
RNT00268,LST08488,TNT01998,False,2025-03-04,163515,True
RNT00269,LST08674,TNT01252,True,2025-03-09,245677,True
RNT00270,LST05872,TNT02909,False,2025-04-08,208622,True
RNT00271,LST02958,TNT02384,False,2025-04-13,336586,True
RNT00272,LST09341,TNT02655,False,2025-03-18,65486,True
RNT00273,LST01593,TNT04944,False,2025-04-19,171039,True
RNT00274,LST09220,TNT04473,False,2025-04-05,321535,True
RNT00275,LST07395,TNT01401,True,2025-04-01,187574,True
RNT00276,LST08360,TNT04939,True,2025-03-17,244372,True
RNT00277,LST01861,TNT04736,True,2025-03-31,252848,False
RNT00278,LST02475,TNT01940,True,2025-04-02,167397,True
RNT00279,LST05153,TNT02619,True,2025-03-08,195237,True
RNT00280,LST05626,TNT03554,False,2025-03-08,227033,True
RNT00281,LST04531,TNT04900,True,2025-03-12,332103,True
RNT00282,LST05577,TNT02577,True,2025-04-05,91484,True
RNT00283,LST03776,TNT01967,True,2025-03-11,386832,True
RNT00284,LST03738,TNT02099,True,2025-03-26,69711,True
RNT00285,LST05203,TNT02197,False,2025-04-07,421627,True
RNT00286,LST03648,TNT00545,True,2025-04-24,153593,True
RNT00287,LST01644,TNT03943,True,2025-04-12,114408,True
RNT00288,LST02993,TNT03388,True,2025-04-07,242662,False
RNT00289,LST00748,TNT00280,False,2025-03-13,164970,False
RNT00290,LST09003,TNT00418,True,2025-03-19,393305,True
RNT00291,LST00737,TNT04899,True,2025-04-17,455629,True
RNT00292,LST04312,TNT01693,False,2025-03-24,457445,True
RNT00293,LST03292,TNT02409,True,2025-03-08,493848,False
RNT00294,LST02720,TNT00211,True,2025-03-29,460889,True
RNT00295,LST02867,TNT00450,True,2025-03-15,118422,True
RNT00296,LST05258,TNT04972,True,2025-04-06,408070,False
RNT00297,LST01364,TNT02613,True,2025-03-11,450348,True
RNT00298,LST06525,TNT02792,False,2025-04-21,312329,False
RNT00299,LST07431,TNT03256,True,2025-03-09,202059,True
RNT00300,LST03311,TNT03929,True,2025-03-09,477080,True
RNT00301,LST01936,TNT01327,True,2025-04-07,222821,True
RNT00302,LST06635,TNT00694,True,2025-03-15,355749,True
RNT00303,LST05214,TNT04069,True,2025-03-06,467674,True
RNT00304,LST09326,TNT02862,True,2025-03-29,477528,False
RNT00305,LST03936,TNT02197,False,2025-04-11,54393,True
RNT00306,LST04504,TNT02458,True,2025-03-30,112189,True
RNT00307,LST03459,TNT03093,True,2025-04-02,111108,True
RNT00308,LST01575,TNT00342,True,2025-03-28,443921,True
RNT00309,LST07918,TNT04586,True,2025-03-22,125003,True
RNT00310,LST08996,TNT04255,True,2025-04-27,74745,True
RNT00311,LST02234,TNT00296,True,2025-04-29,338974,False
RNT00312,LST05988,TNT01879,False,2025-03-01,57305,True
RNT00313,LST08524,TNT03528,True,2025-04-20,329885,True
RNT00314,LST09055,TNT03825,True,2025-03-16,107111,True
RNT00315,LST07363,TNT00106,True,2025-04-06,163382,True
RNT00316,LST09742,TNT01425,False,2025-04-11,94272,True
RNT00317,LST07687,TNT03743,True,2025-03-18,268749,False
RNT00318,LST04018,TNT02169,False,2025-04-13,249299,True
RNT00319,LST06376,TNT04829,True,2025-04-16,457446,True
RNT00320,LST09946,TNT01172,False,2025-04-21,181050,True
RNT00321,LST04497,TNT02391,True,2025-04-24,56540,False
RNT00322,LST04553,TNT01419,True,2025-03-29,333795,True
RNT00323,LST04501,TNT04183,False,2025-03-24,332942,False
RNT00324,LST06117,TNT02086,True,2025-04-23,465909,True
RNT00325,LST09630,TNT02018,True,2025-04-18,296570,True
RNT00326,LST08493,TNT04262,False,2025-04-11,137645,True
RNT00327,LST02704,TNT00302,True,2025-04-11,266786,True
RNT00328,LST00358,TNT04797,True,2025-03-04,389613,True
RNT00329,LST08661,TNT02025,True,2025-03-21,205546,True
RNT00330,LST01098,TNT03466,True,2025-03-21,345674,True
RNT00331,LST05464,TNT01733,False,2025-03-31,226961,True
RNT00332,LST04100,TNT04938,True,2025-04-14,221117,True
RNT00333,LST02253,TNT01769,True,2025-04-12,304503,True
RNT00334,LST00225,TNT04421,False,2025-04-01,54466,False
RNT00335,LST04125,TNT04787,True,2025-04-16,489539,True
RNT00336,LST09209,TNT02904,True,2025-03-31,309661,False
RNT00337,LST00159,TNT04704,True,2025-04-19,344658,True
RNT00338,LST02408,TNT01872,True,2025-04-24,126064,False
RNT00339,LST03102,TNT01191,True,2025-04-06,381700,False
RNT00340,LST04509,TNT02896,True,2025-03-06,275202,True
RNT00341,LST04820,TNT01014,True,2025-03-30,132021,True
RNT00342,LST03503,TNT04666,True,2025-03-20,483217,True
RNT00343,LST04077,TNT00607,True,2025-03-14,152720,True
RNT00344,LST05329,TNT03356,True,2025-03-05,245613,True
RNT00345,LST00975,TNT03259,True,2025-04-28,270206,True
RNT00346,LST05943,TNT02603,True,2025-03-09,249689,True
RNT00347,LST01041,TNT02784,True,2025-04-12,183919,False
RNT00348,LST09389,TNT02451,True,2025-03-20,240651,True
RNT00349,LST05868,TNT04147,True,2025-03-14,290051,True
RNT00350,LST04295,TNT03700,False,2025-03-20,415681,True
RNT00351,LST04008,TNT00646,False,2025-04-11,150833,True
RNT00352,LST06550,TNT00468,False,2025-03-21,279263,True
RNT00353,LST09731,TNT04806,False,2025-03-14,87516,True
RNT00354,LST02339,TNT04379,True,2025-03-23,372969,False
RNT00355,LST03861,TNT03267,True,2025-03-16,203638,True
RNT00356,LST05982,TNT03179,True,2025-04-02,410010,True
RNT00357,LST05888,TNT00374,True,2025-04-29,193415,True
RNT00358,LST00193,TNT04686,True,2025-04-14,238824,True
RNT00359,LST02648,TNT02286,False,2025-03-05,104242,True
RNT00360,LST01111,TNT04528,False,2025-03-05,277887,True
RNT00361,LST07868,TNT02957,False,2025-04-14,368327,False
RNT00362,LST03584,TNT02662,True,2025-03-22,372711,True
RNT00363,LST06852,TNT04179,True,2025-04-01,347403,True
RNT00364,LST08912,TNT01983,False,2025-03-23,129046,True
RNT00365,LST00161,TNT01340,True,2025-03-03,415999,True
RNT00366,LST08029,TNT04608,True,2025-04-24,372746,True
RNT00367,LST00954,TNT04369,True,2025-04-07,50476,True
RNT00368,LST07987,TNT00374,False,2025-03-10,456358,True
RNT00369,LST09719,TNT03182,False,2025-04-27,245151,True
RNT00370,LST06545,TNT00878,True,2025-03-30,150405,True
RNT00371,LST06765,TNT01711,True,2025-03-11,63593,True
RNT00372,LST01614,TNT01881,False,2025-03-04,291958,True
RNT00373,LST07904,TNT01702,True,2025-04-09,313349,True
RNT00374,LST05549,TNT04016,True,2025-03-18,172229,False
RNT00375,LST05266,TNT01569,False,2025-04-02,413792,False
RNT00376,LST04867,TNT01030,True,2025-03-03,383993,False
RNT00377,LST06076,TNT04260,True,2025-04-16,487082,True
RNT00378,LST05168,TNT01053,True,2025-04-20,288168,True
RNT00379,LST03073,TNT04447,True,2025-03-13,448903,True
RNT00380,LST01198,TNT00700,False,2025-03-25,121991,True
RNT00381,LST06638,TNT04302,False,2025-04-07,96177,False
RNT00382,LST09263,TNT04682,True,2025-04-14,75590,True
RNT00383,LST05076,TNT04509,True,2025-04-24,236644,True
RNT00384,LST03415,TNT00602,True,2025-03-24,358059,True
RNT00385,LST06781,TNT03633,True,2025-03-29,335222,True
RNT00386,LST03029,TNT03876,True,2025-04-11,279471,True
RNT00387,LST02575,TNT04820,True,2025-03-23,430994,True
RNT00388,LST07780,TNT01487,True,2025-03-27,470546,False
RNT00389,LST08060,TNT04877,True,2025-03-12,93431,True
RNT00390,LST08349,TNT03498,True,2025-04-26,287798,False
RNT00391,LST05295,TNT03945,False,2025-04-09,361252,True
RNT00392,LST00147,TNT03283,True,2025-03-17,151024,True
RNT00393,LST01876,TNT03498,True,2025-03-13,361679,True
RNT00394,LST06820,TNT04208,False,2025-03-13,102160,False
RNT00395,LST00432,TNT00676,True,2025-04-06,326782,True
RNT00396,LST09891,TNT02381,True,2025-03-07,217756,False
RNT00397,LST08476,TNT00100,True,2025-03-27,499900,True
RNT00398,LST02639,TNT01039,True,2025-04-04,268835,True
RNT00399,LST02638,TNT01777,False,2025-03-25,139337,False
RNT00400,LST08330,TNT02976,True,2025-04-26,323132,True
RNT00401,LST00162,TNT04146,True,2025-04-22,147452,True
RNT00402,LST03822,TNT00774,True,2025-04-20,215029,True
RNT00403,LST08056,TNT03794,False,2025-03-30,120001,True
RNT00404,LST08665,TNT03550,True,2025-03-01,181845,False
RNT00405,LST00515,TNT03311,False,2025-04-21,345064,True
RNT00406,LST03969,TNT02276,False,2025-04-03,338548,False
RNT00407,LST08866,TNT01425,True,2025-04-04,268357,True
RNT00408,LST03926,TNT04915,True,2025-03-21,205913,True
RNT00409,LST07165,TNT03184,True,2025-03-21,266503,True
RNT00410,LST01173,TNT00093,True,2025-03-02,290923,True
RNT00411,LST04774,TNT01882,True,2025-03-26,408104,True
RNT00412,LST01304,TNT02021,True,2025-04-06,285663,True
RNT00413,LST03040,TNT01038,False,2025-04-18,167719,False
RNT00414,LST02582,TNT03931,True,2025-03-18,255994,True
RNT00415,LST04672,TNT02325,False,2025-03-15,196539,True
RNT00416,LST06267,TNT04883,True,2025-04-19,407537,True
RNT00417,LST05012,TNT03779,True,2025-04-29,245703,True
RNT00418,LST06992,TNT02057,False,2025-04-07,407718,True
RNT00419,LST04092,TNT00508,False,2025-04-11,498451,True
RNT00420,LST05741,TNT00582,True,2025-04-28,301957,True
RNT00421,LST07353,TNT03240,False,2025-03-18,313900,True
RNT00422,LST09573,TNT03015,True,2025-03-18,321271,True
RNT00423,LST07073,TNT01151,True,2025-04-21,53730,True
RNT00424,LST08578,TNT03014,False,2025-03-07,181205,True
RNT00425,LST04100,TNT03883,True,2025-03-04,351866,True
RNT00426,LST04618,TNT00790,True,2025-04-20,474535,False
RNT00427,LST09878,TNT03668,True,2025-04-15,472283,True
RNT00428,LST05867,TNT04081,True,2025-03-05,98286,True
RNT00429,LST02414,TNT00560,False,2025-03-02,101828,True
RNT00430,LST03754,TNT02884,True,2025-03-20,357143,False
RNT00431,LST08006,TNT02405,False,2025-03-10,271677,True
RNT00432,LST01078,TNT01381,True,2025-04-24,182547,True
RNT00433,LST02887,TNT01494,True,2025-04-01,486040,True
RNT00434,LST07175,TNT01785,False,2025-04-19,324769,True
RNT00435,LST02941,TNT01674,True,2025-04-17,105660,False
RNT00436,LST03554,TNT01351,True,2025-04-07,126578,True
RNT00437,LST05036,TNT04499,False,2025-03-31,292530,True
RNT00438,LST01299,TNT01988,True,2025-03-17,433586,True
RNT00439,LST08729,TNT02118,True,2025-04-09,464431,True
RNT00440,LST07300,TNT03858,True,2025-03-13,431844,False
RNT00441,LST04919,TNT04747,True,2025-03-23,175878,True
RNT00442,LST00972,TNT04540,True,2025-03-18,346075,False
RNT00443,LST06693,TNT01508,True,2025-04-23,131396,True
RNT00444,LST03838,TNT03995,True,2025-04-07,221064,True
RNT00445,LST00241,TNT02560,True,2025-03-10,415758,True
RNT00446,LST08418,TNT00541,True,2025-03-08,351499,True
RNT00447,LST05927,TNT04184,False,2025-04-28,161677,False
